location,latency_ms,packet_loss_percent,status_code
Moose-Jaw_Core_Switch_01,25.9,0.37,200
Lloydminster_Core_Switch_01,51.26,0.46,200
Saskatoon_Core_Switch_01,30.73,0.52,200
Lloydminster_Core_Switch_01,52.74,1.94,200
Moose-Jaw_Core_Switch_01,39.78,0.64,200
Regina_Core_Switch_01,64.85,2.78,200
Prince-Albert_Core_Switch_01,53.93,2.39,200
Prince-Albert_Core_Switch_01,25.27,2.97,200
Prince-Albert_Core_Switch_01,131.21,15.9,503
Lloydminster_Core_Switch_01,55.14,2.6,200
Saskatoon_Core_Switch_01,65.19,2.74,200
Saskatoon_Core_Switch_01,40.62,2.65,200
Moose-Jaw_Core_Switch_01,57.4,1.59,200
Moose-Jaw_Core_Switch_01,66.48,1.27,200
Regina_Core_Switch_01,20.51,0.93,200
Regina_Core_Switch_01,38.38,1.31,200
Lloydminster_Core_Switch_01,54.65,0.57,200
Saskatoon_Core_Switch_01,38.37,2.45,200
Prince-Albert_Core_Switch_01,49.02,2.13,200
Regina_Core_Switch_01,19.69,0.38,200
Prince-Albert_Core_Switch_01,33.52,2.59,200
Saskatoon_Core_Switch_01,29.53,1.23,200
Prince-Albert_Core_Switch_01,42.76,2.51,200
Prince-Albert_Core_Switch_01,10.21,2.32,200
Moose-Jaw_Core_Switch_01,30.63,0.19,200
Saskatoon_Core_Switch_01,10.43,2.68,200
Moose-Jaw_Core_Switch_01,62.87,2.45,429
Lloydminster_Core_Switch_01,46.6,0.56,200
Moose-Jaw_Core_Switch_01,80.8,11.36,200
Prince-Albert_Core_Switch_01,33.83,2.51,200
Regina_Core_Switch_01,65.56,1.93,200
Prince-Albert_Core_Switch_01,38.75,0.51,200
Lloydminster_Core_Switch_01,43.62,0.4,200
Saskatoon_Core_Switch_01,45.16,2.21,200
Regina_Core_Switch_01,11.7,1.16,200
Regina_Core_Switch_01,46.54,1.99,200
Lloydminster_Core_Switch_01,31.68,1.72,200
Saskatoon_Core_Switch_01,50.87,1.29,200
Saskatoon_Core_Switch_01,37.06,0.02,200
Regina_Core_Switch_01,50.69,0.45,200
Moose-Jaw_Core_Switch_01,30.09,1.13,200
Moose-Jaw_Core_Switch_01,59.64,0.59,200
Prince-Albert_Core_Switch_01,219.58,16.93,504
Regina_Core_Switch_01,60.74,0.04,200
Lloydminster_Core_Switch_01,26.7,0.91,200
Lloydminster_Core_Switch_01,100.92,17.96,504
Regina_Core_Switch_01,44.14,0.27,200
Prince-Albert_Core_Switch_01,10.56,0.96,200
Lloydminster_Core_Switch_01,54.6,2.95,200
Regina_Core_Switch_01,35.56,1.73,200
Moose-Jaw_Core_Switch_01,33.59,0.43,200
Regina_Core_Switch_01,29.55,1.32,200
Regina_Core_Switch_01,62.68,1.29,200
Prince-Albert_Core_Switch_01,52.07,1.32,200
Regina_Core_Switch_01,24.63,1.24,429
Saskatoon_Core_Switch_01,20.5,0.19,200
Lloydminster_Core_Switch_01,36.02,2.35,200
Lloydminster_Core_Switch_01,58.67,1.01,200
Moose-Jaw_Core_Switch_01,51.28,1.23,200
Prince-Albert_Core_Switch_01,176.84,7.84,503
Moose-Jaw_Core_Switch_01,38.99,1.76,200
Prince-Albert_Core_Switch_01,53.53,1.91,200
Lloydminster_Core_Switch_01,58.66,1.82,200
Prince-Albert_Core_Switch_01,44.4,2.09,200
Saskatoon_Core_Switch_01,42.39,2.91,200
Prince-Albert_Core_Switch_01,15.66,0.73,200
Lloydminster_Core_Switch_01,68.26,0.2,200
Regina_Core_Switch_01,38.99,2.02,200
Saskatoon_Core_Switch_01,42.32,0.19,200
Prince-Albert_Core_Switch_01,36.7,2.13,200
Lloydminster_Core_Switch_01,28.07,1.46,200
Regina_Core_Switch_01,25.55,2.76,200
Regina_Core_Switch_01,17.53,1.06,200
Saskatoon_Core_Switch_01,23.08,2.53,200
Saskatoon_Core_Switch_01,19.65,1.86,200
Moose-Jaw_Core_Switch_01,21.19,0.61,200
Regina_Core_Switch_01,32.53,2.68,200
Prince-Albert_Core_Switch_01,19.64,2.32,200
Regina_Core_Switch_01,40.87,0.07,200
Saskatoon_Core_Switch_01,36.61,2.92,200
Regina_Core_Switch_01,50.37,0.35,200
Lloydminster_Core_Switch_01,51.48,0.88,429
Regina_Core_Switch_01,53.19,2.76,200
Moose-Jaw_Core_Switch_01,13.92,0.81,200
Lloydminster_Core_Switch_01,32.93,0.06,200
Regina_Core_Switch_01,13.96,2.35,200
Saskatoon_Core_Switch_01,14.52,1.39,200
Moose-Jaw_Core_Switch_01,37.72,0.56,200
Regina_Core_Switch_01,35.64,1.05,200
Moose-Jaw_Core_Switch_01,24.43,0.19,200
Moose-Jaw_Core_Switch_01,30.59,2.85,429
Prince-Albert_Core_Switch_01,67.83,0.35,200
Moose-Jaw_Core_Switch_01,47.27,0.93,200
Moose-Jaw_Core_Switch_01,32.27,0.92,200
Moose-Jaw_Core_Switch_01,37.72,2.59,200
Moose-Jaw_Core_Switch_01,57.07,2.76,200
Lloydminster_Core_Switch_01,33.73,0.38,200
Regina_Core_Switch_01,25.26,1.88,200
Regina_Core_Switch_01,64.85,2.1,200
Moose-Jaw_Core_Switch_01,52.71,0.37,200
Prince-Albert_Core_Switch_01,23.58,2.94,200
Prince-Albert_Core_Switch_01,69.7,2.13,200
Saskatoon_Core_Switch_01,18.71,0.92,200
Moose-Jaw_Core_Switch_01,27.78,0.06,429
Moose-Jaw_Core_Switch_01,55.66,2.33,200
Lloydminster_Core_Switch_01,11.81,1.05,200
Prince-Albert_Core_Switch_01,52.49,2.99,200
Regina_Core_Switch_01,18.43,1.53,200
Saskatoon_Core_Switch_01,69.91,0.62,200
Saskatoon_Core_Switch_01,39.51,1.66,200
Regina_Core_Switch_01,42.32,1.02,200
Saskatoon_Core_Switch_01,52.66,0.78,200
Regina_Core_Switch_01,66.86,2.9,200
Saskatoon_Core_Switch_01,43.28,2.58,200
Moose-Jaw_Core_Switch_01,57.81,0.51,429
Lloydminster_Core_Switch_01,10.79,0.23,200
Moose-Jaw_Core_Switch_01,43.25,1.96,200
Moose-Jaw_Core_Switch_01,41.57,2.98,200
Moose-Jaw_Core_Switch_01,25.57,1.92,200
Saskatoon_Core_Switch_01,15.74,1.94,200
Moose-Jaw_Core_Switch_01,67.88,2.95,200
Lloydminster_Core_Switch_01,14.39,0.03,200
Moose-Jaw_Core_Switch_01,43.16,2.04,200
Lloydminster_Core_Switch_01,16.73,1.54,200
Prince-Albert_Core_Switch_01,32.97,0.28,200
Moose-Jaw_Core_Switch_01,46.95,2.31,200
Saskatoon_Core_Switch_01,19.19,0.6,200
Prince-Albert_Core_Switch_01,68.73,2.55,200
Moose-Jaw_Core_Switch_01,62.16,1.12,200
Prince-Albert_Core_Switch_01,38.6,1.55,200
Lloydminster_Core_Switch_01,45.55,0.96,200
Regina_Core_Switch_01,66.49,2.97,200
Prince-Albert_Core_Switch_01,58.38,0.14,200
Regina_Core_Switch_01,55.71,0.52,200
Prince-Albert_Core_Switch_01,12.56,2.33,200
Prince-Albert_Core_Switch_01,43.56,0.42,200
Moose-Jaw_Core_Switch_01,46.51,0.98,200
Regina_Core_Switch_01,61.81,2.94,200
Regina_Core_Switch_01,32.79,1.49,200
Moose-Jaw_Core_Switch_01,55.62,1.78,200
Moose-Jaw_Core_Switch_01,50.7,2.06,200
Lloydminster_Core_Switch_01,54.54,2.9,200
Prince-Albert_Core_Switch_01,32.28,2.14,200
Regina_Core_Switch_01,17.51,0.08,200
Regina_Core_Switch_01,64.26,0.62,200
Prince-Albert_Core_Switch_01,51.87,2.55,200
Moose-Jaw_Core_Switch_01,23.17,2.24,200
Regina_Core_Switch_01,11.62,0.1,200
Moose-Jaw_Core_Switch_01,11.3,0.89,200
Moose-Jaw_Core_Switch_01,30.21,0.77,200
Saskatoon_Core_Switch_01,45.55,1.31,200
Prince-Albert_Core_Switch_01,40.06,1.9,200
Prince-Albert_Core_Switch_01,65.15,0.15,429
Lloydminster_Core_Switch_01,67.77,0.88,200
Lloydminster_Core_Switch_01,67.41,2.71,200
Regina_Core_Switch_01,42.93,2.72,200
Moose-Jaw_Core_Switch_01,27.28,2.21,200
Prince-Albert_Core_Switch_01,47.6,1.47,200
Regina_Core_Switch_01,27.03,0.79,200
Regina_Core_Switch_01,47.39,1.06,200
Prince-Albert_Core_Switch_01,31.86,0.11,200
Moose-Jaw_Core_Switch_01,18.82,2.52,200
Regina_Core_Switch_01,54.17,0.37,200
Lloydminster_Core_Switch_01,28.82,1.12,200
Lloydminster_Core_Switch_01,12.01,0.97,503
Saskatoon_Core_Switch_01,28.65,1.94,200
Moose-Jaw_Core_Switch_01,68.87,2.27,200
Moose-Jaw_Core_Switch_01,83.97,7.45,503
Prince-Albert_Core_Switch_01,40.15,1.57,200
Saskatoon_Core_Switch_01,16.48,1.66,200
Moose-Jaw_Core_Switch_01,44.26,2.21,200
Moose-Jaw_Core_Switch_01,47.78,0.1,200
Moose-Jaw_Core_Switch_01,19.83,0.36,200
Regina_Core_Switch_01,10.7,1.52,200
Moose-Jaw_Core_Switch_01,25.51,1.6,200
Saskatoon_Core_Switch_01,32.75,1.0,200
Regina_Core_Switch_01,29.77,2.29,200
Prince-Albert_Core_Switch_01,54.94,1.15,200
Moose-Jaw_Core_Switch_01,18.55,0.38,200
Prince-Albert_Core_Switch_01,32.05,0.11,200
Regina_Core_Switch_01,35.54,0.45,200
Lloydminster_Core_Switch_01,59.21,0.76,429
Lloydminster_Core_Switch_01,13.58,0.66,200
Prince-Albert_Core_Switch_01,50.78,0.93,200
Regina_Core_Switch_01,28.16,1.1,200
Prince-Albert_Core_Switch_01,54.19,2.42,200
Moose-Jaw_Core_Switch_01,69.69,0.31,200
Prince-Albert_Core_Switch_01,47.39,0.1,200
Lloydminster_Core_Switch_01,30.84,2.25,200
Saskatoon_Core_Switch_01,65.22,0.98,200
Moose-Jaw_Core_Switch_01,23.65,2.29,200
Saskatoon_Core_Switch_01,54.02,1.31,200
Lloydminster_Core_Switch_01,42.52,0.44,200
Saskatoon_Core_Switch_01,66.0,0.39,200
Saskatoon_Core_Switch_01,46.66,1.4,200
Saskatoon_Core_Switch_01,11.14,2.58,200
Lloydminster_Core_Switch_01,63.62,2.55,200
Moose-Jaw_Core_Switch_01,56.94,1.39,200
Moose-Jaw_Core_Switch_01,18.06,2.25,200
Saskatoon_Core_Switch_01,48.66,2.53,200
Prince-Albert_Core_Switch_01,44.53,1.62,200
Regina_Core_Switch_01,19.29,1.57,200
Saskatoon_Core_Switch_01,45.27,2.18,200
Moose-Jaw_Core_Switch_01,14.32,1.99,200
Prince-Albert_Core_Switch_01,39.37,1.4,200
Regina_Core_Switch_01,11.22,0.63,200
Saskatoon_Core_Switch_01,11.01,0.38,200
Prince-Albert_Core_Switch_01,35.64,2.4,200
Regina_Core_Switch_01,61.99,1.64,200
Moose-Jaw_Core_Switch_01,40.31,1.9,200
Regina_Core_Switch_01,17.34,2.69,200
Regina_Core_Switch_01,141.69,5.01,504
Moose-Jaw_Core_Switch_01,29.2,0.68,200
Lloydminster_Core_Switch_01,44.45,2.2,200
Lloydminster_Core_Switch_01,47.32,0.7,200
Prince-Albert_Core_Switch_01,25.91,2.39,200
Lloydminster_Core_Switch_01,33.82,0.95,200
Moose-Jaw_Core_Switch_01,59.46,0.33,200
Lloydminster_Core_Switch_01,56.53,0.04,429
Regina_Core_Switch_01,50.98,2.45,200
Regina_Core_Switch_01,17.67,2.99,200
Prince-Albert_Core_Switch_01,21.84,1.88,200
Saskatoon_Core_Switch_01,13.29,0.23,200
Saskatoon_Core_Switch_01,27.26,2.27,200
Saskatoon_Core_Switch_01,31.64,2.43,200
Moose-Jaw_Core_Switch_01,37.11,1.32,200
Prince-Albert_Core_Switch_01,50.12,1.94,200
Moose-Jaw_Core_Switch_01,11.7,2.32,200
Lloydminster_Core_Switch_01,42.72,1.55,200
Moose-Jaw_Core_Switch_01,20.47,2.47,200
Moose-Jaw_Core_Switch_01,68.59,0.99,200
Regina_Core_Switch_01,10.27,1.08,200
Prince-Albert_Core_Switch_01,29.32,2.72,200
Prince-Albert_Core_Switch_01,57.81,0.14,200
Regina_Core_Switch_01,35.44,1.07,200
Moose-Jaw_Core_Switch_01,18.76,1.12,200
Lloydminster_Core_Switch_01,11.16,1.77,200
Lloydminster_Core_Switch_01,28.9,1.77,200
Regina_Core_Switch_01,41.98,2.13,200
Regina_Core_Switch_01,111.75,8.75,503
Moose-Jaw_Core_Switch_01,15.69,0.45,200
Saskatoon_Core_Switch_01,42.0,0.81,200
Regina_Core_Switch_01,17.01,1.42,200
Regina_Core_Switch_01,22.11,0.26,200
Regina_Core_Switch_01,39.5,2.64,200
Moose-Jaw_Core_Switch_01,56.91,2.07,200
Moose-Jaw_Core_Switch_01,17.01,2.99,200
Prince-Albert_Core_Switch_01,67.38,0.7,200
Moose-Jaw_Core_Switch_01,14.69,0.53,200
Prince-Albert_Core_Switch_01,22.39,2.11,200
Regina_Core_Switch_01,20.36,1.74,200
Saskatoon_Core_Switch_01,56.62,0.59,200
Moose-Jaw_Core_Switch_01,19.78,2.63,200
Lloydminster_Core_Switch_01,50.79,1.31,200
Saskatoon_Core_Switch_01,18.5,1.83,200
Moose-Jaw_Core_Switch_01,44.62,0.61,200
Regina_Core_Switch_01,54.43,0.37,200
Saskatoon_Core_Switch_01,53.26,1.56,200
Lloydminster_Core_Switch_01,10.01,0.2,200
Regina_Core_Switch_01,55.74,2.88,200
Saskatoon_Core_Switch_01,59.63,0.99,200
Regina_Core_Switch_01,69.19,1.21,200
Regina_Core_Switch_01,12.33,1.17,200
Prince-Albert_Core_Switch_01,55.18,2.23,200
Prince-Albert_Core_Switch_01,13.78,0.3,200
Lloydminster_Core_Switch_01,21.26,2.06,200
Moose-Jaw_Core_Switch_01,42.8,1.92,200
Regina_Core_Switch_01,45.74,2.3,200
Regina_Core_Switch_01,40.61,1.61,200
Regina_Core_Switch_01,10.23,1.17,200
Moose-Jaw_Core_Switch_01,27.05,2.77,200
Regina_Core_Switch_01,23.81,1.4,200
Saskatoon_Core_Switch_01,58.53,0.44,200
Moose-Jaw_Core_Switch_01,24.95,2.99,200
Lloydminster_Core_Switch_01,66.96,1.65,200
Regina_Core_Switch_01,44.59,1.64,200
Lloydminster_Core_Switch_01,24.42,1.11,200
Lloydminster_Core_Switch_01,26.28,0.57,200
Regina_Core_Switch_01,54.12,1.25,200
Prince-Albert_Core_Switch_01,49.89,0.3,200
Moose-Jaw_Core_Switch_01,69.72,1.07,200
Saskatoon_Core_Switch_01,88.47,15.5,200
Moose-Jaw_Core_Switch_01,40.89,0.6,200
Prince-Albert_Core_Switch_01,19.1,0.3,200
Saskatoon_Core_Switch_01,55.05,2.01,200
Moose-Jaw_Core_Switch_01,34.57,2.26,200
Regina_Core_Switch_01,52.02,2.05,200
Lloydminster_Core_Switch_01,19.2,2.26,200
Moose-Jaw_Core_Switch_01,67.57,1.11,200
Lloydminster_Core_Switch_01,48.47,2.52,200
Saskatoon_Core_Switch_01,10.2,0.56,429
Prince-Albert_Core_Switch_01,60.05,2.77,200
Lloydminster_Core_Switch_01,13.41,1.04,200
Moose-Jaw_Core_Switch_01,10.45,2.33,200
Moose-Jaw_Core_Switch_01,66.12,1.79,200
Lloydminster_Core_Switch_01,42.03,1.4,200
Lloydminster_Core_Switch_01,44.18,2.87,200
Regina_Core_Switch_01,64.98,1.93,200
Moose-Jaw_Core_Switch_01,41.99,0.53,200
Prince-Albert_Core_Switch_01,56.57,1.86,200
Moose-Jaw_Core_Switch_01,69.56,2.87,200
Prince-Albert_Core_Switch_01,50.31,2.48,200
Moose-Jaw_Core_Switch_01,130.05,15.2,504
Moose-Jaw_Core_Switch_01,47.85,0.05,200
Saskatoon_Core_Switch_01,46.35,1.49,200
Prince-Albert_Core_Switch_01,25.05,1.21,200
Regina_Core_Switch_01,20.97,2.62,200
Lloydminster_Core_Switch_01,48.53,2.89,200
Regina_Core_Switch_01,20.48,0.49,503
Regina_Core_Switch_01,60.97,1.79,200
Saskatoon_Core_Switch_01,17.37,2.22,200
Regina_Core_Switch_01,58.32,0.82,200
Moose-Jaw_Core_Switch_01,46.28,2.31,200
Saskatoon_Core_Switch_01,29.61,2.01,200
Prince-Albert_Core_Switch_01,17.56,2.38,200
Saskatoon_Core_Switch_01,30.75,0.97,200
Regina_Core_Switch_01,60.41,1.59,200
Lloydminster_Core_Switch_01,58.48,2.46,200
Saskatoon_Core_Switch_01,31.01,2.15,200
Prince-Albert_Core_Switch_01,45.27,0.61,200
Moose-Jaw_Core_Switch_01,45.53,2.02,200
Moose-Jaw_Core_Switch_01,26.24,0.01,200
Moose-Jaw_Core_Switch_01,19.87,1.34,200
Lloydminster_Core_Switch_01,43.19,2.78,200
Prince-Albert_Core_Switch_01,19.35,0.5,200
Moose-Jaw_Core_Switch_01,26.63,1.0,200
Saskatoon_Core_Switch_01,48.72,1.45,200
Moose-Jaw_Core_Switch_01,61.46,1.27,200
Prince-Albert_Core_Switch_01,279.29,3.63,504
Regina_Core_Switch_01,32.84,2.87,200
Prince-Albert_Core_Switch_01,47.09,2.54,200
Lloydminster_Core_Switch_01,50.69,0.04,200
Lloydminster_Core_Switch_01,62.9,0.51,200
Moose-Jaw_Core_Switch_01,53.03,2.7,200
Regina_Core_Switch_01,16.48,0.19,429
Lloydminster_Core_Switch_01,36.41,1.08,200
Moose-Jaw_Core_Switch_01,42.87,0.68,200
Saskatoon_Core_Switch_01,28.48,1.58,200
Prince-Albert_Core_Switch_01,66.83,0.69,200
Lloydminster_Core_Switch_01,25.64,0.34,200
Lloydminster_Core_Switch_01,51.74,1.73,200
Saskatoon_Core_Switch_01,11.25,2.59,200
Prince-Albert_Core_Switch_01,268.12,9.63,200
Moose-Jaw_Core_Switch_01,45.2,0.19,200
Saskatoon_Core_Switch_01,37.25,2.05,200
Saskatoon_Core_Switch_01,11.15,0.16,200
Regina_Core_Switch_01,51.43,1.62,200
Lloydminster_Core_Switch_01,34.76,1.78,200
Lloydminster_Core_Switch_01,61.01,2.76,503
Lloydminster_Core_Switch_01,24.13,0.44,200
Saskatoon_Core_Switch_01,29.85,2.59,200
Lloydminster_Core_Switch_01,57.62,2.54,200
Regina_Core_Switch_01,29.48,1.33,200
Saskatoon_Core_Switch_01,32.11,2.1,200
Moose-Jaw_Core_Switch_01,18.04,2.33,200
Lloydminster_Core_Switch_01,19.71,0.42,200
Lloydminster_Core_Switch_01,62.65,0.23,200
Regina_Core_Switch_01,40.36,2.5,200
Prince-Albert_Core_Switch_01,129.71,15.85,503
Lloydminster_Core_Switch_01,32.96,0.19,200
Moose-Jaw_Core_Switch_01,14.61,0.12,503
Moose-Jaw_Core_Switch_01,67.63,1.98,200
Regina_Core_Switch_01,36.33,0.65,200
Saskatoon_Core_Switch_01,35.33,1.17,200
Prince-Albert_Core_Switch_01,32.5,0.43,200
Saskatoon_Core_Switch_01,42.3,2.83,200
Lloydminster_Core_Switch_01,58.76,0.31,200
Moose-Jaw_Core_Switch_01,24.21,1.39,200
Saskatoon_Core_Switch_01,49.25,0.32,200
Saskatoon_Core_Switch_01,27.85,1.42,200
Lloydminster_Core_Switch_01,38.99,2.59,200
Prince-Albert_Core_Switch_01,44.5,0.01,200
Regina_Core_Switch_01,15.01,0.22,200
Moose-Jaw_Core_Switch_01,12.49,1.52,200
Regina_Core_Switch_01,22.51,2.8,200
Prince-Albert_Core_Switch_01,42.95,0.46,200
Saskatoon_Core_Switch_01,31.9,0.94,200
Moose-Jaw_Core_Switch_01,21.73,1.98,200
Prince-Albert_Core_Switch_01,38.41,2.09,200
Regina_Core_Switch_01,10.72,0.95,200
Saskatoon_Core_Switch_01,22.44,2.7,200
Saskatoon_Core_Switch_01,62.68,0.11,429
Saskatoon_Core_Switch_01,46.55,1.28,200
Moose-Jaw_Core_Switch_01,22.33,1.18,200
Regina_Core_Switch_01,68.92,0.91,200
Lloydminster_Core_Switch_01,17.5,2.8,200
Moose-Jaw_Core_Switch_01,50.02,1.01,200
Regina_Core_Switch_01,43.15,0.47,200
Prince-Albert_Core_Switch_01,27.97,0.42,200
Lloydminster_Core_Switch_01,25.55,0.52,200
Regina_Core_Switch_01,38.97,0.09,200
Lloydminster_Core_Switch_01,30.77,1.51,200
Saskatoon_Core_Switch_01,10.85,3.0,200
Prince-Albert_Core_Switch_01,50.9,1.39,200
Prince-Albert_Core_Switch_01,22.34,2.13,503
Regina_Core_Switch_01,41.58,1.44,200
Saskatoon_Core_Switch_01,42.77,1.55,200
Regina_Core_Switch_01,56.87,1.01,429
Regina_Core_Switch_01,50.28,0.32,200
Saskatoon_Core_Switch_01,46.15,1.65,200
Prince-Albert_Core_Switch_01,40.32,1.62,200
Regina_Core_Switch_01,62.07,0.68,429
Lloydminster_Core_Switch_01,57.75,1.24,200
Prince-Albert_Core_Switch_01,20.1,1.81,200
Saskatoon_Core_Switch_01,35.26,2.64,200
Prince-Albert_Core_Switch_01,31.45,1.79,200
Regina_Core_Switch_01,12.02,2.98,200
Lloydminster_Core_Switch_01,14.47,1.45,200
Prince-Albert_Core_Switch_01,33.11,0.58,200
Saskatoon_Core_Switch_01,58.15,2.08,200
Regina_Core_Switch_01,50.1,1.55,200
Moose-Jaw_Core_Switch_01,33.33,1.13,200
Lloydminster_Core_Switch_01,30.37,2.4,200
Saskatoon_Core_Switch_01,32.87,0.64,200
Lloydminster_Core_Switch_01,25.72,1.22,429
Moose-Jaw_Core_Switch_01,17.65,0.89,200
Saskatoon_Core_Switch_01,37.81,1.22,503
Saskatoon_Core_Switch_01,35.54,0.1,200
Regina_Core_Switch_01,44.28,1.83,200
Regina_Core_Switch_01,32.63,0.29,200
Lloydminster_Core_Switch_01,55.32,0.04,200
Regina_Core_Switch_01,30.94,2.82,200
Prince-Albert_Core_Switch_01,14.61,2.74,200
Moose-Jaw_Core_Switch_01,16.44,1.33,200
Lloydminster_Core_Switch_01,52.0,0.25,200
Regina_Core_Switch_01,35.82,0.03,200
Regina_Core_Switch_01,22.74,0.04,200
Moose-Jaw_Core_Switch_01,57.17,1.63,200
Moose-Jaw_Core_Switch_01,43.58,1.58,200
Prince-Albert_Core_Switch_01,52.89,1.96,200
Saskatoon_Core_Switch_01,43.61,0.65,200
Saskatoon_Core_Switch_01,12.51,2.79,200
Lloydminster_Core_Switch_01,17.4,2.21,200
Lloydminster_Core_Switch_01,54.94,2.3,200
Lloydminster_Core_Switch_01,16.37,1.34,200
Saskatoon_Core_Switch_01,38.15,2.11,200
Saskatoon_Core_Switch_01,25.28,1.63,200
Prince-Albert_Core_Switch_01,51.67,1.38,200
Lloydminster_Core_Switch_01,26.73,0.82,503
Moose-Jaw_Core_Switch_01,59.41,2.95,200
Saskatoon_Core_Switch_01,64.22,0.41,200
Prince-Albert_Core_Switch_01,55.31,1.12,200
Prince-Albert_Core_Switch_01,68.86,2.88,200
Saskatoon_Core_Switch_01,22.32,2.68,200
Saskatoon_Core_Switch_01,28.46,1.28,200
Moose-Jaw_Core_Switch_01,18.23,2.87,200
Regina_Core_Switch_01,48.16,1.86,200
Regina_Core_Switch_01,11.83,1.61,200
Regina_Core_Switch_01,47.18,2.3,200
Prince-Albert_Core_Switch_01,32.82,1.01,200
Moose-Jaw_Core_Switch_01,48.56,0.78,200
Prince-Albert_Core_Switch_01,65.11,1.06,200
Lloydminster_Core_Switch_01,58.21,2.66,200
Lloydminster_Core_Switch_01,10.66,1.57,200
Prince-Albert_Core_Switch_01,36.94,2.25,200
Moose-Jaw_Core_Switch_01,57.4,2.5,200
Moose-Jaw_Core_Switch_01,30.01,2.49,200
Moose-Jaw_Core_Switch_01,49.48,1.16,429
Moose-Jaw_Core_Switch_01,53.04,2.64,200
Saskatoon_Core_Switch_01,21.4,1.79,200
Moose-Jaw_Core_Switch_01,13.41,2.9,200
Prince-Albert_Core_Switch_01,64.37,1.73,200
Regina_Core_Switch_01,39.1,0.18,200
Saskatoon_Core_Switch_01,66.99,2.51,200
Saskatoon_Core_Switch_01,24.44,2.32,200
Prince-Albert_Core_Switch_01,16.33,2.35,200
Prince-Albert_Core_Switch_01,17.78,0.04,200
Saskatoon_Core_Switch_01,54.0,1.44,200
Regina_Core_Switch_01,34.73,1.91,200
Lloydminster_Core_Switch_01,15.25,1.18,200
Regina_Core_Switch_01,24.93,0.84,200
Saskatoon_Core_Switch_01,59.6,2.25,200
Moose-Jaw_Core_Switch_01,34.13,1.42,200
Saskatoon_Core_Switch_01,67.48,2.74,200
Lloydminster_Core_Switch_01,61.55,2.9,200
Lloydminster_Core_Switch_01,67.71,1.94,200
Moose-Jaw_Core_Switch_01,20.34,1.88,200
Regina_Core_Switch_01,38.03,2.53,200
Lloydminster_Core_Switch_01,19.2,1.99,200
Moose-Jaw_Core_Switch_01,63.42,0.88,200
Prince-Albert_Core_Switch_01,31.19,1.2,200
Moose-Jaw_Core_Switch_01,26.42,1.2,200
Saskatoon_Core_Switch_01,49.37,2.94,429
Lloydminster_Core_Switch_01,68.11,0.39,200
Moose-Jaw_Core_Switch_01,21.69,0.87,200
Regina_Core_Switch_01,40.52,0.9,200
Saskatoon_Core_Switch_01,64.11,1.94,200
Regina_Core_Switch_01,10.91,1.74,200
Regina_Core_Switch_01,34.73,2.46,200
Saskatoon_Core_Switch_01,48.01,0.92,200
Regina_Core_Switch_01,16.01,0.09,200
Prince-Albert_Core_Switch_01,30.22,2.55,200
Regina_Core_Switch_01,11.92,0.47,200
Regina_Core_Switch_01,13.41,0.83,200
Saskatoon_Core_Switch_01,10.65,0.15,200
Moose-Jaw_Core_Switch_01,47.9,0.44,200
Moose-Jaw_Core_Switch_01,24.34,0.57,200
Lloydminster_Core_Switch_01,23.85,0.75,200
Saskatoon_Core_Switch_01,63.52,2.63,200
Moose-Jaw_Core_Switch_01,15.59,0.05,200
Prince-Albert_Core_Switch_01,45.41,0.73,200
Prince-Albert_Core_Switch_01,54.58,0.6,200
Prince-Albert_Core_Switch_01,15.26,2.07,200
Prince-Albert_Core_Switch_01,29.41,0.59,200
Moose-Jaw_Core_Switch_01,37.15,0.22,200
Lloydminster_Core_Switch_01,29.87,1.56,200
Regina_Core_Switch_01,19.11,0.16,200
Prince-Albert_Core_Switch_01,56.55,0.68,200
Saskatoon_Core_Switch_01,28.73,0.75,200
Regina_Core_Switch_01,19.95,0.57,200
Saskatoon_Core_Switch_01,52.78,2.96,200
Moose-Jaw_Core_Switch_01,68.11,1.1,200
Regina_Core_Switch_01,16.42,0.08,200
Prince-Albert_Core_Switch_01,35.8,0.1,200
Prince-Albert_Core_Switch_01,19.19,1.19,200
Regina_Core_Switch_01,33.56,0.87,200
Regina_Core_Switch_01,52.73,1.7,200
Moose-Jaw_Core_Switch_01,12.88,2.87,200
Prince-Albert_Core_Switch_01,11.91,1.23,200
Saskatoon_Core_Switch_01,22.72,2.58,200
Prince-Albert_Core_Switch_01,46.22,2.09,200
Prince-Albert_Core_Switch_01,54.59,0.23,200
Prince-Albert_Core_Switch_01,13.81,0.35,200
Prince-Albert_Core_Switch_01,40.4,1.05,200
Lloydminster_Core_Switch_01,27.62,1.29,200
Lloydminster_Core_Switch_01,29.93,0.94,200
Lloydminster_Core_Switch_01,56.32,1.37,200
Regina_Core_Switch_01,19.97,1.36,429
Saskatoon_Core_Switch_01,55.11,0.25,200
Regina_Core_Switch_01,13.08,0.57,200
Saskatoon_Core_Switch_01,26.53,0.55,200
Regina_Core_Switch_01,18.74,2.27,200
Prince-Albert_Core_Switch_01,61.95,2.39,429
Prince-Albert_Core_Switch_01,43.87,0.46,200
Saskatoon_Core_Switch_01,47.41,2.48,429
Lloydminster_Core_Switch_01,14.23,0.51,200
Regina_Core_Switch_01,58.19,0.59,200
Saskatoon_Core_Switch_01,20.93,2.5,200
